id,label
1,0.49869999289512634
2,0.4601
3,0.4383000135421753
4,0.4607
5,0.2937000095844269
6,0.3901
7,0.4117000102996826
8,0.42809998989105225
9,0.48019999265670776
10,0.30979999899864197
11,0.3822999894618988
12,0.349
13,0.479
14,0.41920000314712524
15,0.44359999895095825
16,0.32100000977516174
17,0.4155
18,0.4828
19,0.2373
20,0.4569999873638153
21,0.4728
22,0.37779998779296875
23,0.4833
24,0.4438999891281128
25,0.3452
26,0.1364
27,0.4339999854564667
28,0.302700012922287
29,0.4885999858379364
30,0.4236
31,0.3346000015735626
32,0.4005
33,0.429
34,0.4194999933242798
35,0.3483000099658966
36,0.4724000096321106
37,0.3753
38,0.33629998564720154
39,0.4662
40,0.34779998660087585
41,0.4767
42,0.4615
43,0.4675
44,0.41940000653266907
45,0.4129999876022339
46,0.3621000051498413
47,0.4237
48,0.4065
49,0.4501
50,0.4114
51,0.4851
52,0.3053
53,0.471
54,0.2439
55,0.46889999508857727
56,0.4078
57,0.3296
58,0.44760000705718994
59,0.4126
60,0.3394
61,0.4632999897003174
62,0.47839999198913574
63,0.4967
64,0.359
65,0.2614
66,0.49900001287460327
67,0.4611000120639801
68,0.42739999294281006
69,0.4371
70,0.3758
71,0.40059998631477356
72,0.47450000047683716
73,0.477400004863739
74,0.4488
75,0.3974
76,0.3935
77,0.495
78,0.3414
79,0.4138999879360199
80,0.3133
81,0.4196000099182129
82,0.4325999915599823
83,0.3334999978542328
84,0.24379999935626984
85,0.4784
86,0.33660000562667847
87,0.37229999899864197
88,0.43560001254081726
89,0.3995000123977661
90,0.3179
91,0.4952000081539154
92,0.2897
93,0.3257
94,0.45260000228881836
95,0.4287
96,0.3995
97,0.4602999985218048
98,0.3756
99,0.4985
100,0.4821000099182129
101,0.43149998784065247
102,0.4617
103,0.4716
104,0.47110000252723694
105,0.4362
106,0.4742000102996826
107,0.3027999997138977
108,0.41769999265670776
109,0.438
110,0.4618
111,0.4584
112,0.41200000047683716
113,0.3907
114,0.4514999985694885
115,0.3436
116,0.30649998784065247
117,0.41370001435279846
118,0.4066
119,0.30320000648498535
120,0.40139999985694885
121,0.45730000734329224
122,0.3709000051021576
123,0.2989000082015991
124,0.4683000147342682
125,0.36820000410079956
126,0.37610000371932983
127,0.2999
128,0.4325
129,0.4099
130,0.42160001397132874
131,0.2924
132,0.3467
133,0.4546
134,0.3788
135,0.3958
136,0.3886
137,0.3901999890804291
138,0.37880000472068787
139,0.2335
140,0.3912
141,0.32409998774528503
142,0.3734000027179718
143,0.3186
144,0.4235
145,0.3857
146,0.3015
147,0.482699990272522
148,0.4291999936103821
149,0.41589999198913574
150,0.32739999890327454
151,0.430400013923645
152,0.4759
153,0.4623
154,0.38920000195503235
155,0.3887
156,0.43149998784065247
157,0.4918000102043152
158,0.419
159,0.4798
160,0.3499
161,0.4881
162,0.4154999852180481
163,0.38960000872612
164,0.4173
165,0.4629
166,0.46959999203681946
167,0.4113999903202057
168,0.43849998712539673
169,0.42879998683929443
170,0.3327000141143799
171,0.4036
172,0.3943
173,0.4950000047683716
174,0.2705000042915344
175,0.3493
176,0.4792
177,0.4513
178,0.3541
179,0.3702999949455261
180,0.3809
181,0.377
182,0.4873
183,0.4531
184,0.28600001335144043
185,0.4603999853134155
186,0.3808
187,0.43700000643730164
188,0.444599986076355
189,0.23989999294281006
190,0.4737
191,0.3587999939918518
192,0.4699999988079071
193,0.3111000061035156
194,0.4814999997615814
195,0.3818
196,0.4717000126838684
197,0.42480000853538513
198,0.45559999346733093
199,0.4011
200,0.4445
201,0.3712
202,0.42640000581741333
203,0.2848
204,0.4754999876022339
205,0.4118
206,0.3571999967098236
207,0.32409998774528503
208,0.4675000011920929
209,0.36649999022483826
210,0.43700000643730164
211,0.35569998621940613
212,0.4657
213,0.4121
214,0.43369999527931213
215,0.42730000615119934
216,0.45500001311302185
217,0.41749998927116394
218,0.3887999951839447
219,0.4327999949455261
